id_vente;date;id_magasin;id_produit;quantite;Gross_Sales;COGS;marge;temps_livraison_jours;statut_livraison
SAL003176;2026-09-30;STR003;PROD006;1;19.9;8.5;11.4;3;À l'heure
SAL003177;2026-08-07;STR005;PROD003;7;23.8;12.6;11.2;1;À l'heure
SAL003178;2025-11-17;STR007;PROD003;4;13.6;7.2;6.4;1;À l'heure
SAL003179;2024-06-15;STR002;PROD003;12;40.8;21.6;19.2;1;À l'heure
SAL003180;2026-06-28;STR006;PROD003;13;44.2;23.4;20.8;3;À l'heure
SAL003181;2026-05-29;STR006;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL003182;2026-04-21;STR003;PROD010;3;119.7;45.0;74.7;2;À l'heure
SAL003183;2024-03-05;STR006;PROD011;2;25.0;8.0;17.0;1;À l'heure
SAL003184;2026-12-26;STR010;PROD002;4;8.8;4.4;4.4;1;À l'heure
SAL003185;2025-03-08;STR010;PROD010;4;159.6;60.0;99.6;2;À l'heure
SAL003186;2026-12-09;STR005;PROD013;1;49.9;22.0;27.9;3;À l'heure
SAL003187;2024-04-24;STR002;PROD010;3;119.7;45.0;74.7;1;À l'heure
SAL003188;2025-07-22;STR009;PROD002;3;6.6;3.3;3.3;1;À l'heure
SAL003189;2025-10-03;STR008;PROD003;7;23.8;12.6;11.2;1;À l'heure
SAL003190;2025-05-09;STR003;PROD010;1;39.9;15.0;24.9;1;À l'heure
SAL003191;2026-07-29;STR008;PROD012;3;89.7;36.0;53.7;1;À l'heure
SAL003192;2026-08-25;STR009;PROD007;1;79.9;35.0;44.9;4;En retard
SAL003193;2026-04-01;STR003;PROD003;1;3.4;1.8;1.6;1;À l'heure
SAL003194;2024-07-20;STR003;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL003195;2025-10-10;STR002;PROD009;1;45.0;18.0;27.0;3;À l'heure
SAL003196;2025-07-13;STR008;PROD011;3;37.5;12.0;25.5;1;À l'heure
SAL003197;2026-11-07;STR010;PROD010;3;119.7;45.0;74.7;1;À l'heure
SAL003198;2025-04-22;STR001;PROD012;3;89.7;36.0;53.7;1;À l'heure
SAL003199;2025-05-02;STR008;PROD011;3;37.5;12.0;25.5;1;À l'heure
SAL003200;2026-09-09;STR007;PROD004;2;7.6;4.0;3.6;4;En retard
SAL003201;2026-02-17;STR007;PROD007;1;79.9;35.0;44.9;4;En retard
SAL003202;2024-12-05;STR003;PROD009;1;45.0;18.0;27.0;1;À l'heure
SAL003203;2025-09-03;STR001;PROD008;4;60.0;24.0;36.0;2;À l'heure
SAL003204;2024-04-25;STR004;PROD008;1;15.0;6.0;9.0;1;À l'heure
SAL003205;2024-03-14;STR009;PROD009;3;135.0;54.0;81.0;3;À l'heure
SAL003206;2024-04-25;STR005;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL003207;2024-05-05;STR001;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL003208;2025-10-18;STR005;PROD003;1;3.4;1.8;1.6;1;À l'heure
SAL003209;2025-10-25;STR008;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL003210;2026-09-17;STR008;PROD008;4;60.0;24.0;36.0;1;À l'heure
SAL003211;2026-10-14;STR005;PROD012;2;59.8;24.0;35.8;7;En retard
SAL003212;2026-05-08;STR009;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL003213;2024-03-25;STR001;PROD004;7;26.6;14.0;12.6;1;À l'heure
SAL003214;2025-09-24;STR004;PROD008;3;45.0;18.0;27.0;1;À l'heure
SAL003215;2025-03-26;STR003;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL003216;2025-06-01;STR002;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL003217;2026-04-25;STR008;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL003218;2025-11-25;STR007;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL003219;2025-07-03;STR009;PROD013;3;149.7;66.0;83.7;2;À l'heure
SAL003220;2026-07-17;STR002;PROD010;4;159.6;60.0;99.6;1;À l'heure
SAL003221;2024-04-25;STR004;PROD002;9;19.8;9.9;9.9;3;À l'heure
SAL003222;2026-10-28;STR006;PROD013;1;49.9;22.0;27.9;1;À l'heure
SAL003223;2025-02-07;STR003;PROD004;6;22.8;12.0;10.8;1;À l'heure
SAL003224;2024-10-30;STR008;PROD008;1;15.0;6.0;9.0;1;À l'heure
SAL003225;2026-01-09;STR003;PROD008;3;45.0;18.0;27.0;2;À l'heure
SAL003226;2024-03-28;STR002;PROD011;2;25.0;8.0;17.0;2;À l'heure
SAL003227;2026-10-30;STR003;PROD001;15;82.5;48.0;34.5;1;À l'heure
SAL003228;2024-11-03;STR006;PROD002;6;13.2;6.6;6.6;2;À l'heure
SAL003229;2025-03-09;STR002;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL003230;2026-03-12;STR008;PROD009;4;180.0;72.0;108.0;1;À l'heure
SAL003231;2024-06-12;STR001;PROD010;1;39.9;15.0;24.9;4;En retard
SAL003232;2026-09-22;STR007;PROD011;2;25.0;8.0;17.0;2;À l'heure
SAL003233;2025-10-17;STR002;PROD012;1;29.9;12.0;17.9;2;À l'heure
SAL003234;2024-01-18;STR010;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL003235;2026-12-30;STR006;PROD011;1;12.5;4.0;8.5;1;À l'heure
SAL003236;2026-03-21;STR002;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL003237;2024-12-04;STR002;PROD010;3;119.7;45.0;74.7;4;En retard
SAL003238;2024-09-04;STR010;PROD005;1;59.9;25.0;34.9;4;En retard
SAL003239;2024-11-01;STR008;PROD001;7;38.5;22.4;16.1;1;À l'heure
SAL003240;2024-07-22;STR002;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL003241;2026-05-02;STR007;PROD012;2;59.8;24.0;35.8;4;En retard
SAL003242;2025-03-22;STR003;PROD008;1;15.0;6.0;9.0;1;À l'heure
SAL003243;2025-12-13;STR008;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL003244;2025-03-08;STR007;PROD002;8;17.6;8.8;8.8;1;À l'heure
SAL003245;2026-04-01;STR008;PROD012;3;89.7;36.0;53.7;2;À l'heure
SAL003246;2026-12-06;STR007;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL003247;2025-05-19;STR006;PROD011;3;37.5;12.0;25.5;2;À l'heure
SAL003248;2024-04-24;STR007;PROD004;10;38.0;20.0;18.0;6;En retard
SAL003249;2026-09-21;STR005;PROD009;2;90.0;36.0;54.0;4;En retard
SAL003250;2024-08-10;STR007;PROD010;2;79.8;30.0;49.8;2;À l'heure
SAL003251;2025-09-27;STR001;PROD001;7;38.5;22.4;16.1;2;À l'heure
SAL003252;2025-11-02;STR001;PROD012;1;29.9;12.0;17.9;1;À l'heure
SAL003253;2026-08-15;STR009;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL003254;2026-07-21;STR005;PROD003;5;17.0;9.0;8.0;4;En retard
SAL003255;2024-04-05;STR005;PROD011;1;12.5;4.0;8.5;1;À l'heure
SAL003256;2024-04-16;STR003;PROD009;3;135.0;54.0;81.0;1;À l'heure
SAL003257;2025-09-23;STR005;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL003258;2025-11-28;STR003;PROD013;1;49.9;22.0;27.9;2;À l'heure
SAL003259;2024-02-01;STR009;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL003260;2024-03-06;STR009;PROD011;3;37.5;12.0;25.5;2;À l'heure
SAL003261;2026-02-17;STR006;PROD009;2;90.0;36.0;54.0;1;À l'heure
SAL003262;2026-07-04;STR001;PROD009;1;45.0;18.0;27.0;1;À l'heure
SAL003263;2025-07-02;STR007;PROD008;1;15.0;6.0;9.0;1;À l'heure
SAL003264;2024-07-19;STR007;PROD009;2;90.0;36.0;54.0;5;En retard
SAL003265;2024-02-18;STR010;PROD004;3;11.4;6.0;5.4;1;À l'heure
SAL003266;2026-02-25;STR010;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL003267;2026-08-08;STR004;PROD005;1;59.9;25.0;34.9;5;En retard
SAL003268;2024-09-19;STR008;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL003269;2024-12-09;STR006;PROD004;1;3.8;2.0;1.8;1;À l'heure
SAL003270;2024-01-11;STR004;PROD002;7;15.4;7.7;7.7;2;À l'heure
SAL003271;2024-07-19;STR004;PROD012;3;89.7;36.0;53.7;3;À l'heure
SAL003272;2026-08-02;STR002;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL003273;2026-07-14;STR002;PROD009;4;180.0;72.0;108.0;2;À l'heure
SAL003274;2024-01-03;STR004;PROD012;4;119.6;48.0;71.6;2;À l'heure
SAL003275;2026-03-18;STR005;PROD001;5;27.5;16.0;11.5;2;À l'heure
SAL003276;2025-07-13;STR008;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL003277;2024-07-17;STR006;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL003278;2024-04-18;STR004;PROD003;9;30.6;16.2;14.4;1;À l'heure
SAL003279;2024-04-17;STR007;PROD001;1;5.5;3.2;2.3;1;À l'heure
SAL003280;2025-07-05;STR008;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL003281;2026-08-30;STR002;PROD004;3;11.4;6.0;5.4;1;À l'heure
SAL003282;2024-02-21;STR007;PROD009;2;90.0;36.0;54.0;5;En retard
SAL003283;2024-04-21;STR002;PROD002;6;13.2;6.6;6.6;1;À l'heure
SAL003284;2024-10-21;STR002;PROD003;3;10.2;5.4;4.8;2;À l'heure
SAL003285;2024-03-05;STR008;PROD002;6;13.2;6.6;6.6;1;À l'heure
SAL003286;2025-07-27;STR002;PROD002;10;22.0;11.0;11.0;2;À l'heure
SAL003287;2025-04-09;STR009;PROD010;1;39.9;15.0;24.9;2;À l'heure
SAL003288;2024-09-14;STR001;PROD011;4;50.0;16.0;34.0;1;À l'heure
SAL003289;2026-09-30;STR009;PROD011;1;12.5;4.0;8.5;1;À l'heure
SAL003290;2025-09-25;STR001;PROD008;4;60.0;24.0;36.0;1;À l'heure
SAL003291;2024-07-28;STR010;PROD003;10;34.0;18.0;16.0;1;À l'heure
SAL003292;2024-03-29;STR010;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL003293;2024-01-28;STR002;PROD008;4;60.0;24.0;36.0;2;À l'heure
SAL003294;2024-08-25;STR006;PROD003;10;34.0;18.0;16.0;5;En retard
SAL003295;2024-12-01;STR006;PROD002;10;22.0;11.0;11.0;2;À l'heure
SAL003296;2024-03-03;STR001;PROD013;1;49.9;22.0;27.9;2;À l'heure
SAL003297;2025-05-14;STR007;PROD013;1;49.9;22.0;27.9;1;À l'heure
SAL003298;2026-03-01;STR008;PROD008;3;45.0;18.0;27.0;1;À l'heure
SAL003299;2025-08-14;STR002;PROD003;10;34.0;18.0;16.0;2;À l'heure
SAL003300;2026-12-10;STR008;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL003301;2024-10-27;STR009;PROD012;4;119.6;48.0;71.6;3;À l'heure
SAL003302;2024-08-16;STR006;PROD001;10;55.0;32.0;23.0;3;À l'heure
SAL003303;2024-05-29;STR005;PROD012;2;59.8;24.0;35.8;1;À l'heure
SAL003304;2025-06-10;STR009;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL003305;2024-11-28;STR009;PROD012;1;29.9;12.0;17.9;2;À l'heure
SAL003306;2024-06-22;STR001;PROD012;4;119.6;48.0;71.6;3;À l'heure
SAL003307;2024-03-01;STR003;PROD013;1;49.9;22.0;27.9;1;À l'heure
SAL003308;2026-12-20;STR009;PROD009;1;45.0;18.0;27.0;2;À l'heure
SAL003309;2026-03-29;STR002;PROD012;3;89.7;36.0;53.7;1;À l'heure
SAL003310;2025-06-07;STR004;PROD003;10;34.0;18.0;16.0;1;À l'heure
SAL003311;2024-08-03;STR004;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL003312;2025-09-15;STR002;PROD013;1;49.9;22.0;27.9;2;À l'heure
SAL003313;2025-07-31;STR003;PROD006;1;19.9;8.5;11.4;4;En retard
SAL003314;2025-11-24;STR003;PROD008;1;15.0;6.0;9.0;2;À l'heure
SAL003315;2025-02-26;STR001;PROD003;1;3.4;1.8;1.6;1;À l'heure
SAL003316;2025-12-16;STR006;PROD003;4;13.6;7.2;6.4;2;À l'heure
SAL003317;2026-01-23;STR008;PROD004;12;45.6;24.0;21.6;2;À l'heure
SAL003318;2026-01-16;STR003;PROD003;10;34.0;18.0;16.0;2;À l'heure
SAL003319;2025-11-18;STR005;PROD009;1;45.0;18.0;27.0;1;À l'heure
SAL003320;2025-12-23;STR001;PROD011;1;12.5;4.0;8.5;1;À l'heure
SAL003321;2026-01-16;STR010;PROD004;1;3.8;2.0;1.8;1;À l'heure
SAL003322;2024-08-29;STR007;PROD006;1;19.9;8.5;11.4;4;En retard
SAL003323;2025-10-26;STR010;PROD008;1;15.0;6.0;9.0;1;À l'heure
SAL003324;2025-12-08;STR001;PROD011;4;50.0;16.0;34.0;5;En retard
SAL003325;2025-03-10;STR009;PROD013;4;199.6;88.0;111.6;1;À l'heure
SAL003326;2026-02-19;STR008;PROD008;3;45.0;18.0;27.0;2;À l'heure
SAL003327;2025-04-28;STR007;PROD005;1;59.9;25.0;34.9;5;En retard
SAL003328;2025-01-18;STR010;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL003329;2024-06-18;STR007;PROD006;1;19.9;8.5;11.4;5;En retard
SAL003330;2026-10-17;STR005;PROD010;2;79.8;30.0;49.8;1;À l'heure
SAL003331;2026-08-07;STR005;PROD007;1;79.9;35.0;44.9;4;En retard
SAL003332;2026-05-18;STR005;PROD013;3;149.7;66.0;83.7;3;À l'heure
SAL003333;2024-11-18;STR001;PROD013;1;49.9;22.0;27.9;1;À l'heure
SAL003334;2026-04-27;STR008;PROD010;1;39.9;15.0;24.9;2;À l'heure
SAL003335;2025-11-26;STR001;PROD007;1;79.9;35.0;44.9;3;À l'heure
SAL003336;2024-12-24;STR004;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL003337;2024-02-01;STR009;PROD004;1;3.8;2.0;1.8;1;À l'heure
SAL003338;2024-06-25;STR009;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL003339;2026-07-05;STR005;PROD007;1;79.9;35.0;44.9;5;En retard
SAL003340;2024-03-05;STR004;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL003341;2024-01-27;STR003;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL003342;2024-09-24;STR003;PROD002;3;6.6;3.3;3.3;1;À l'heure
SAL003343;2025-08-19;STR005;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL003344;2026-10-08;STR010;PROD012;4;119.6;48.0;71.6;3;À l'heure
SAL003345;2024-03-06;STR001;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL003346;2024-05-12;STR005;PROD011;2;25.0;8.0;17.0;5;En retard
SAL003347;2026-07-04;STR006;PROD001;6;33.0;19.2;13.8;1;À l'heure
SAL003348;2024-03-22;STR007;PROD004;6;22.8;12.0;10.8;4;En retard
SAL003349;2026-09-08;STR009;PROD003;9;30.6;16.2;14.4;1;À l'heure
SAL003350;2025-08-07;STR003;PROD012;3;89.7;36.0;53.7;1;À l'heure
SAL003351;2024-11-22;STR002;PROD003;9;30.6;16.2;14.4;5;En retard
SAL003352;2025-06-25;STR003;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL003353;2024-07-28;STR009;PROD011;3;37.5;12.0;25.5;1;À l'heure
SAL003354;2024-05-12;STR007;PROD012;1;29.9;12.0;17.9;3;À l'heure
SAL003355;2024-06-05;STR009;PROD010;3;119.7;45.0;74.7;1;À l'heure
SAL003356;2026-05-24;STR002;PROD004;1;3.8;2.0;1.8;2;À l'heure
SAL003357;2025-01-16;STR005;PROD012;3;89.7;36.0;53.7;1;À l'heure
SAL003358;2026-11-11;STR004;PROD008;3;45.0;18.0;27.0;2;À l'heure
SAL003359;2026-08-31;STR002;PROD011;4;50.0;16.0;34.0;2;À l'heure
SAL003360;2025-08-17;STR009;PROD009;3;135.0;54.0;81.0;3;À l'heure
SAL003361;2025-04-16;STR009;PROD003;15;51.0;27.0;24.0;1;À l'heure
SAL003362;2024-08-21;STR006;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL003363;2025-07-25;STR006;PROD004;5;19.0;10.0;9.0;1;À l'heure
SAL003364;2026-02-09;STR008;PROD012;1;29.9;12.0;17.9;2;À l'heure
SAL003365;2024-10-27;STR006;PROD010;1;39.9;15.0;24.9;1;À l'heure
SAL003366;2024-11-01;STR001;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL003367;2024-01-02;STR004;PROD011;1;12.5;4.0;8.5;2;À l'heure
SAL003368;2024-09-27;STR007;PROD010;1;39.9;15.0;24.9;5;En retard
SAL003369;2025-02-24;STR002;PROD004;4;15.2;8.0;7.2;1;À l'heure
SAL003370;2025-11-30;STR009;PROD008;3;45.0;18.0;27.0;2;À l'heure
SAL003371;2026-05-13;STR008;PROD003;12;40.8;21.6;19.2;4;En retard
SAL003372;2026-08-17;STR008;PROD011;3;37.5;12.0;25.5;1;À l'heure
SAL003373;2026-09-20;STR007;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL003374;2026-10-06;STR004;PROD013;3;149.7;66.0;83.7;4;En retard
SAL003375;2026-05-28;STR002;PROD001;10;55.0;32.0;23.0;1;À l'heure
SAL003376;2025-11-22;STR003;PROD013;3;149.7;66.0;83.7;4;En retard
SAL003377;2026-05-16;STR006;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL003378;2026-11-26;STR005;PROD011;1;12.5;4.0;8.5;2;À l'heure
SAL003379;2024-04-16;STR008;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL003380;2024-10-07;STR006;PROD008;1;15.0;6.0;9.0;2;À l'heure
SAL003381;2025-07-02;STR006;PROD009;4;180.0;72.0;108.0;1;À l'heure
SAL003382;2025-07-05;STR001;PROD008;1;15.0;6.0;9.0;1;À l'heure
SAL003383;2024-07-06;STR004;PROD008;3;45.0;18.0;27.0;2;À l'heure
SAL003384;2026-01-21;STR005;PROD012;2;59.8;24.0;35.8;5;En retard
SAL003385;2026-05-19;STR003;PROD013;1;49.9;22.0;27.9;4;En retard
SAL003386;2024-01-19;STR009;PROD003;6;20.4;10.8;9.6;1;À l'heure
SAL003387;2026-05-08;STR001;PROD004;1;3.8;2.0;1.8;1;À l'heure
SAL003388;2026-09-11;STR006;PROD011;4;50.0;16.0;34.0;1;À l'heure
SAL003389;2025-02-13;STR006;PROD004;7;26.6;14.0;12.6;2;À l'heure
SAL003390;2025-04-28;STR010;PROD011;2;25.0;8.0;17.0;1;À l'heure
SAL003391;2025-09-15;STR005;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL003392;2025-10-17;STR005;PROD013;3;149.7;66.0;83.7;1;À l'heure
SAL003393;2026-02-06;STR010;PROD009;1;45.0;18.0;27.0;1;À l'heure
SAL003394;2024-01-18;STR005;PROD012;3;89.7;36.0;53.7;3;À l'heure
SAL003395;2024-07-02;STR006;PROD009;3;135.0;54.0;81.0;5;En retard
SAL003396;2025-02-08;STR008;PROD010;3;119.7;45.0;74.7;1;À l'heure
SAL003397;2026-03-09;STR002;PROD013;1;49.9;22.0;27.9;2;À l'heure
SAL003398;2025-04-23;STR006;PROD012;1;29.9;12.0;17.9;1;À l'heure
SAL003399;2024-01-08;STR001;PROD001;6;33.0;19.2;13.8;1;À l'heure
SAL003400;2025-12-05;STR004;PROD008;3;45.0;18.0;27.0;1;À l'heure
SAL003401;2025-06-14;STR010;PROD001;4;22.0;12.8;9.2;4;En retard
SAL003402;2026-07-01;STR003;PROD002;4;8.8;4.4;4.4;1;À l'heure
SAL003403;2025-11-19;STR009;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL003404;2026-10-31;STR003;PROD008;1;15.0;6.0;9.0;4;En retard
SAL003405;2025-07-06;STR006;PROD001;12;66.0;38.4;27.6;4;En retard
SAL003406;2025-03-21;STR001;PROD003;13;44.2;23.4;20.8;4;En retard
SAL003407;2025-12-06;STR006;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL003408;2024-07-14;STR004;PROD013;2;99.8;44.0;55.8;2;À l'heure
SAL003409;2026-05-09;STR008;PROD009;1;45.0;18.0;27.0;1;À l'heure
SAL003410;2025-09-19;STR009;PROD008;4;60.0;24.0;36.0;3;À l'heure
SAL003411;2026-09-07;STR004;PROD008;4;60.0;24.0;36.0;1;À l'heure
SAL003412;2025-09-21;STR010;PROD009;1;45.0;18.0;27.0;1;À l'heure
SAL003413;2024-02-13;STR010;PROD010;4;159.6;60.0;99.6;2;À l'heure
SAL003414;2025-05-03;STR006;PROD003;12;40.8;21.6;19.2;1;À l'heure
SAL003415;2024-06-29;STR001;PROD008;1;15.0;6.0;9.0;1;À l'heure
SAL003416;2025-01-08;STR004;PROD001;15;82.5;48.0;34.5;3;À l'heure
SAL003417;2025-09-19;STR007;PROD008;2;30.0;12.0;18.0;1;À l'heure
SAL003418;2026-08-14;STR001;PROD013;4;199.6;88.0;111.6;5;En retard
SAL003419;2024-03-07;STR008;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL003420;2026-02-17;STR010;PROD013;1;49.9;22.0;27.9;1;À l'heure
SAL003421;2025-10-12;STR006;PROD008;1;15.0;6.0;9.0;2;À l'heure
SAL003422;2024-12-06;STR005;PROD001;6;33.0;19.2;13.8;2;À l'heure
SAL003423;2026-06-21;STR010;PROD006;1;19.9;8.5;11.4;3;À l'heure
SAL003424;2025-02-01;STR009;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL003425;2025-12-03;STR002;PROD011;3;37.5;12.0;25.5;1;À l'heure
SAL003426;2024-04-06;STR005;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL003427;2025-03-24;STR006;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL003428;2024-03-17;STR007;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL003429;2026-06-14;STR005;PROD011;1;12.5;4.0;8.5;6;En retard
SAL003430;2025-07-02;STR009;PROD003;9;30.6;16.2;14.4;2;À l'heure
SAL003431;2026-03-08;STR001;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL003432;2026-03-25;STR007;PROD007;1;79.9;35.0;44.9;1;À l'heure
SAL003433;2026-10-18;STR010;PROD001;6;33.0;19.2;13.8;1;À l'heure
SAL003434;2024-05-14;STR007;PROD012;1;29.9;12.0;17.9;1;À l'heure
SAL003435;2025-10-15;STR004;PROD002;15;33.0;16.5;16.5;2;À l'heure
SAL003436;2025-10-07;STR009;PROD012;1;29.9;12.0;17.9;2;À l'heure
SAL003437;2025-12-20;STR005;PROD004;6;22.8;12.0;10.8;1;À l'heure
SAL003438;2025-09-04;STR004;PROD013;1;49.9;22.0;27.9;4;En retard
SAL003439;2025-04-28;STR007;PROD008;3;45.0;18.0;27.0;4;En retard
SAL003440;2026-12-05;STR004;PROD011;3;37.5;12.0;25.5;1;À l'heure
SAL003441;2025-10-09;STR003;PROD013;4;199.6;88.0;111.6;4;En retard
SAL003442;2026-03-02;STR009;PROD010;4;159.6;60.0;99.6;4;En retard
SAL003443;2025-08-01;STR008;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL003444;2026-10-24;STR001;PROD001;13;71.5;41.6;29.9;1;À l'heure
SAL003445;2024-01-01;STR007;PROD010;2;79.8;30.0;49.8;1;À l'heure
SAL003446;2024-04-18;STR009;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL003447;2025-04-04;STR008;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL003448;2024-09-22;STR008;PROD013;4;199.6;88.0;111.6;1;À l'heure
SAL003449;2024-02-13;STR006;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL003450;2026-06-04;STR004;PROD013;4;199.6;88.0;111.6;1;À l'heure
SAL003451;2026-08-01;STR008;PROD013;2;99.8;44.0;55.8;1;À l'heure
SAL003452;2026-09-09;STR003;PROD012;4;119.6;48.0;71.6;2;À l'heure
SAL003453;2024-09-18;STR009;PROD009;4;180.0;72.0;108.0;1;À l'heure
SAL003454;2025-12-28;STR002;PROD008;3;45.0;18.0;27.0;3;À l'heure
SAL003455;2025-09-24;STR002;PROD004;6;22.8;12.0;10.8;4;En retard
SAL003456;2024-05-31;STR007;PROD013;1;49.9;22.0;27.9;2;À l'heure
SAL003457;2024-07-31;STR010;PROD011;3;37.5;12.0;25.5;3;À l'heure
SAL003458;2026-10-12;STR004;PROD012;3;89.7;36.0;53.7;1;À l'heure
SAL003459;2026-05-12;STR010;PROD005;1;59.9;25.0;34.9;1;À l'heure
SAL003460;2025-09-14;STR008;PROD007;1;79.9;35.0;44.9;2;À l'heure
SAL003461;2024-12-26;STR009;PROD008;4;60.0;24.0;36.0;2;À l'heure
SAL003462;2024-11-15;STR007;PROD005;1;59.9;25.0;34.9;3;À l'heure
SAL003463;2024-08-09;STR005;PROD009;3;135.0;54.0;81.0;5;En retard
SAL003464;2024-07-28;STR008;PROD010;3;119.7;45.0;74.7;1;À l'heure
SAL003465;2026-07-19;STR004;PROD012;4;119.6;48.0;71.6;1;À l'heure
SAL003466;2025-05-03;STR002;PROD004;4;15.2;8.0;7.2;1;À l'heure
SAL003467;2025-08-23;STR006;PROD004;9;34.2;18.0;16.2;3;À l'heure
SAL003468;2026-02-12;STR009;PROD013;1;49.9;22.0;27.9;2;À l'heure
SAL003469;2026-05-27;STR001;PROD008;3;45.0;18.0;27.0;1;À l'heure
SAL003470;2025-11-30;STR010;PROD001;8;44.0;25.6;18.4;3;À l'heure
SAL003471;2025-03-27;STR007;PROD008;1;15.0;6.0;9.0;3;À l'heure
SAL003472;2025-02-16;STR010;PROD005;1;59.9;25.0;34.9;2;À l'heure
SAL003473;2025-04-20;STR009;PROD013;1;49.9;22.0;27.9;3;À l'heure
SAL003474;2024-09-12;STR010;PROD011;4;50.0;16.0;34.0;2;À l'heure
SAL003475;2024-05-06;STR009;PROD001;6;33.0;19.2;13.8;1;À l'heure
SAL003476;2025-01-26;STR010;PROD004;5;19.0;10.0;9.0;1;À l'heure
SAL003477;2025-04-24;STR003;PROD002;4;8.8;4.4;4.4;1;À l'heure
SAL003478;2026-09-19;STR005;PROD004;6;22.8;12.0;10.8;3;À l'heure
SAL003479;2026-07-11;STR008;PROD008;4;60.0;24.0;36.0;1;À l'heure
SAL003480;2025-02-05;STR008;PROD005;1;59.9;25.0;34.9;3;À l'heure
SAL003481;2024-09-30;STR004;PROD001;10;55.0;32.0;23.0;1;À l'heure
SAL003482;2026-04-24;STR001;PROD007;1;79.9;35.0;44.9;3;À l'heure
SAL003483;2024-05-18;STR001;PROD001;4;22.0;12.8;9.2;1;À l'heure
SAL003484;2024-04-12;STR004;PROD009;3;135.0;54.0;81.0;3;À l'heure
SAL003485;2025-04-28;STR006;PROD003;8;27.2;14.4;12.8;2;À l'heure
SAL003486;2025-06-12;STR008;PROD012;1;29.9;12.0;17.9;1;À l'heure
SAL003487;2024-08-11;STR006;PROD003;7;23.8;12.6;11.2;1;À l'heure
SAL003488;2024-04-23;STR009;PROD006;1;19.9;8.5;11.4;2;À l'heure
SAL003489;2025-10-05;STR009;PROD010;3;119.7;45.0;74.7;3;À l'heure
SAL003490;2025-10-12;STR002;PROD006;1;19.9;8.5;11.4;1;À l'heure
SAL003491;2025-04-02;STR010;PROD013;3;149.7;66.0;83.7;3;À l'heure
SAL003492;2025-01-09;STR001;PROD011;4;50.0;16.0;34.0;1;À l'heure
SAL003493;2025-09-02;STR002;PROD011;1;12.5;4.0;8.5;2;À l'heure
SAL003494;2024-07-25;STR005;PROD006;1;19.9;8.5;11.4;5;En retard
